ID,Response Status,Participant Type,Q1_6_TEXT,Q4,"For those who answered Q4, do they know which app store they are using?",Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29.1,Q29.2,Q29.3,Q29.4,Q29.5,Q29.6,Q29.7,Q29.8,Q29.9,Q29.10,Q29.11,Q29.12,Q29.13,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
1915,1,2,1,3,1,9,1,,1,,,,,,,,,,1,,,,1,,1,,1,,1,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,1,,1,1,,,,1,70,3,4,14,1,4,4,30,3,8,20,3,,,4,,,,,,,,,,,5,2,6,3,3,3,5,5,6,2
1916,1,2,1,1,1,3,1,,,,,1,,,,,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,1,,1,,,,2,64,3,2,1,1,6,3,14,2,2,1,1,12,,,,,,,,,,,,,2,4,3,5,6,6,6,2,3,2
1917,1,2,1,1,1,2,1,,,1,,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,41,3,2,1,1,4,5,17,2,1,8,1,7,,,,,,,,,,,,,5,3,5,4,7,4,6,3,6,4
1919,1,2,1,3,1,2,1,,,1,1,,,,,,,1,1,,1,,1,,,1,,,,1,,,1,,,,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,1,,,,,,,,2,26,1,5,3,1,4,5,23,2,2,17,4,,,,4,,,,,,,,,,4,2,4,5,4,4,5,3,4,3
1920,1,2,1,3,1,5,2,,1,1,,1,,,,,1,,1,,,,1,,,,1,1,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,1,1,,,1,,,,1,1,,,2,45,1,8,6,3,7,3,13,2,1,10,6,,,,,,5,,,,,,,,2,5,5,3,5,6,6,3,5,5
1926,1,2,1,1,1,5,2,1,1,,,,,1,,,,1,,1,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,1,,,1,1,,1,,,,,1,,,1,1,1,,1,,,,1,1,,,,1,,1,,,,,1,,1,1,,1,,1,53,3,4,14,1,4,3,15,3,1,7,3,,,4,,,,,,,,,,,6,3,6,5,6,2,5,5,2,2
1927,1,2,1,3,1,6,2,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,41,2,7,5,2,7,3,15,2,1,6,6,,,,,,3,,,,,,,,5,4,5,5,5,4,4,4,4,5
1928,1,2,1,3,1,5,2,,,,1,,,1,,1,,,,1,1,,1,,,,1,1,1,,1,,,,,1,,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,1,,,,,1,,,1,44,4,15,13,11,4,1,10,2,6,22,6,,,,,,2,,,,,,,,4,5,4,2,6,2,6,2,2,1
1932,1,2,1,4,1,4,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,2,62,3,4,14,1,4,3,11,2,8,12,3,,,6,,,,,,,,,,,4,3,5,4,4,5,5,3,4,4
1934,1,2,1,3,1,1,4,,,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,24,3,6,4,7,1,6,12,2,4,4,5,,,,,4,,,,,,,,,2,4,3,4,4,4,3,4,4,3
1936,1,2,1,2,2,1,1,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,2,31,1,2,1,1,4,3,25,2,4,8,1,3,,,,,,,,,,,,,5,2,6,3,5,3,7,1,6,1
1940,1,2,1,1,1,3,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,55,3,10,8,4,5,6,25,2,3,8,6,,,,,,8,,,,,,,,2,2,1,5,2,2,2,5,2,4
1941,1,2,1,3,1,3,1,,,,,1,,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,1,,1,,1,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,2,60,3,7,5,2,7,7,25,3,1,15,6,,,,,,12,,,,,,,,5,1,6,1,4,4,4,1,3,4
1942,1,2,1,1,1,2,2,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,1,,,1,23,2,8,6,3,7,3,15,2,3,7,6,,,,,,6,,,,,,,,4,1,2,4,4,2,6,5,1,7
1945,1,2,1,3,2,1,1,,,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,51,3,7,5,2,6,5,16,2,5,10,6,,,,,,12,,,,,,,,4,4,5,3,5,4,5,2,4,3
1947,1,2,1,3,1,2,1,,,1,,,,,1,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,82,3,4,14,1,4,2,13,2,8,2,3,,,3,,,,,,,,,,,2,3,5,4,6,2,6,2,7,3
1950,1,2,1,9,2,1,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,72,3,11,9,5,1,5,16,2,8,19,8,,,,,,,,4,,,,,,4,4,6,3,4,5,5,2,6,4
1951,1,2,1,5,1,1,1,,,,1,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,2,24,2,10,8,4,4,3,17,2,1,17,6,,,,,,6,,,,,,,,5,3,7,3,6,3,6,4,4,2
1956,1,2,1,4,2,1,1,,,1,,,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,1,,,,,,,,1,,,,1,1,,,,1,,,,1,48,3,16,13,11,6,3,14,2,1,20,6,,,,,,3,,,,,,,,3,5,7,4,7,7,6,1,6,7
1957,1,2,1,3,1,6,2,,,1,1,1,,1,,,,,1,,,,1,,,,1,,1,,1,,,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,1,,,1,,,,,,,1,1,,1,,2,17,2,14,11,6,1,2,12,2,1,21,11,,,,,,,,,,,2,,,6,4,6,6,6,2,3,3,6,2
1959,1,2,0,6,1,5,3,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,,,,1,43,3,15,13,10,4,2,20,2,6,20,6,,,,,,4,,,,,,,,6,6,4,6,4,5,4,3,6,6
1960,1,2,1,1,1,5,1,,,1,,,,1,,,1,1,,,,,,,,,,,1,1,1,,1,,,,,1,,,,1,,,,,1,,,,,1,,,,,,,1,,,,,1,,1,,,,,,1,,,,1,,,,1,,,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,2,28,2,5,3,1,4,5,19,2,1,6,4,,,,4,,,,,,,,,,3,4,6,5,4,5,6,2,6,4
1962,1,2,1,4,1,6,2,,,,1,,,,,,1,,,,,,,,1,,,,1,,1,1,,,,,1,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,,1,22,2,9,7,1,7,5,20,2,4,24,7,,,,,,,12,,,,,,,4,2,6,3,6,4,6,2,5,3
1964,1,2,1,9,2,5,1,,,,,1,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,67,3,11,9,5,1,3,12,2,2,16,8,,,,,,,,8,,,,,,3,4,4,6,2,6,6,6,4,4
1965,1,2,1,3,1,6,2,,1,1,,1,,,,1,,,,,,,1,,1,,,,,1,1,,,,,,,1,,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,1,,1,,1,,1,1,,1,,1,1,1,,1,,,,1,,,,2,33,1,4,14,1,4,4,14,2,5,25,3,,,2,,,,,,,,,,,2,2,7,6,4,5,6,1,5,4
1966,1,2,1,2,1,2,1,,,,,1,,,,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1,1,,,1,,1,1,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,,,1,,,1,1,,,,,,,1,,,,,,1,1,,,1,,,,,,,,2,17,2,4,14,1,4,2,13,2,4,24,3,,,7,,,,,,,,,,,3,3,6,1,6,3,5,2,5,4
1967,1,2,1,3,1,4,2,,1,1,1,1,,1,,,1,1,1,,1,,,,1,,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,,,,,1,1,,1,1,,,1,,1,,,1,,1,1,,,1,1,,,,,,1,,,,1,1,,,1,1,,,1,,,,,1,,1,,,,,,,1,1,1,,,2,65,1,8,6,3,4,2,6,2,2,16,6,,,,,,2,,,,,,,,1,1,6,3,5,5,6,1,5,3
1970,1,2,1,1,1,6,2,,,,1,1,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,,,,1,,,1,,,1,1,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,78,3,11,9,5,1,5,16,2,8,1,8,,,,,,,,7,,,,,,4,4,6,3,5,7,6,2,5,2
1971,1,2,0,3,1,5,1,,,,,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,2,67,3,7,5,2,4,5,20,2,5,25,6,,,,,,4,,,,,,,,6,3,6,4,5,4,6,2,5,2
1972,1,2,1,4,1,5,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,18,1,6,4,7,1,3,13,2,4,24,5,,,,,1,,,,,,,,,1,6,7,1,7,6,6,1,7,2
1973,1,2,1,9,2,1,1,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,68,3,11,9,5,1,3,15,2,6,1,8,,,,,,,,9,,,,,,4,5,6,4,4,4,6,1,6,2
1974,1,2,1,1,1,6,2,,1,,1,,,,,,1,1,1,,,,1,,1,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,1,,,1,,,,1,,1,,,1,23,2,7,5,2,6,2,13,2,1,12,6,,,,,,12,,,,,,,,7,1,4,2,5,3,4,4,6,6
1977,1,2,1,5,1,2,1,,1,1,,,,1,,,,,1,,1,,,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,54,3,8,1,1,1,4,0,2,1,13,1,6,,,,,,,,,,,,,3,6,6,3,6,5,5,1,5,5
1979,1,2,1,6,1,3,2,,1,,,,,1,,,1,,,,,,,,,,1,,,1,1,,,,,,,1,1,,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,1,1,,1,,,,1,,1,,,,1,,,,1,1,1,,1,1,,,,2,51,2,8,6,3,4,6,18,1,1,6,6,,,,,,5,,,,,,,,5,1,6,5,5,1,6,3,3,2
1980,1,2,0,5,1,2,2,,1,,,,,,,,1,1,,1,1,,,1,,1,,,,,,1,1,,,,1,,,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,29,3,9,7,11,1,2,5,2,3,3,7,,,,,,,6,,,,,,,4,6,3,5,6,4,5,4,5,5
1982,1,2,1,9,2,2,1,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,65,3,11,9,5,1,5,16,2,8,1,8,,,,,,,,6,,,,,,3,4,5,6,4,6,6,2,5,5
1984,1,2,1,3,1,2,1,,,1,,,,,,,1,1,1,,1,,,,,,1,1,,1,1,1,,,,,,1,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,1,,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,2,22,1,5,3,1,4,2,17,2,4,24,4,,,,1,,,,,,,,,,2,4,5,4,4,5,4,5,4,4
1986,1,2,1,1,1,5,3,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,43,3,6,1,1,1,5,15,2,5,17,1,5,,,,,,,,,,,,,3,1,7,4,6,2,7,1,7,4
1987,1,2,1,5,1,3,2,,,1,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,1,65,3,10,8,4,4,5,14,2,1,17,6,,,,,,7,,,,,,,,5,6,6,3,6,6,6,2,6,3
1988,1,2,1,3,2,1,1,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,69,3,8,6,3,4,4,14,2,8,5,6,,,,,,4,,,,,,,,2,4,6,5,3,6,6,2,5,4
1991,1,2,1,3,1,6,2,1,,1,1,,,,,,1,,1,,,,1,,,,,,,,1,,,,,1,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,2,17,2,14,11,6,1,2,10,2,4,24,11,,,,,,,,,,,12,,,4,4,5,5,5,4,5,4,6,2
1996,1,2,1,1,1,3,2,,,1,,1,,1,,,,,,,1,,1,,,,1,1,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,1,,,,2,66,4,4,14,1,4,5,10,2,2,8,3,,,4,,,,,,,,,,,5,4,5,3,5,2,5,2,5,4
1997,1,2,1,4,2,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,1,17,2,6,4,7,1,2,12,2,4,24,5,,,,,1,,,,,,,,,3,2,4,4,5,7,6,5,4,5
1998,1,2,0,3,1,3,1,,1,1,1,,,,,,1,,,,1,,,,,,,1,,1,1,1,,,,,,1,,,,1,1,,,,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,,1,,,1,1,,1,,1,,,,,,,,,,,1,,1,,1,,,1,,,,,2,31,3,1,15,1,4,2,11,1,5,16,12,,,,,,,,,,,,4,,3,1,7,5,4,3,7,1,7,3
1999,1,2,1,9,2,1,1,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,67,3,11,9,5,1,3,12,2,8,21,8,,,,,,,,4,,,,,,3,5,3,3,3,5,2,3,3,5
2003,1,2,1,5,2,1,1,,,,1,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,1,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,2,33,2,13,12,9,4,3,17,2,1,13,10,,,,,,,,,,3,,,,1,5,7,7,5,6,6,1,5,6
2004,1,2,1,5,1,2,1,,1,,1,1,,,,,1,,1,,1,,,,,,1,1,,,,1,1,,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,,1,1,,,1,1,,,,1,,1,,,,1,,,1,1,,1,,,1,,2,17,2,13,12,9,4,3,12,2,4,24,10,,,,,,,,,,1,,,,6,3,5,5,7,4,6,2,2,1
2005,1,2,0,1,1,5,2,,,1,,1,,,,,1,1,1,,,,1,,,,1,,,1,1,,1,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,1,1,,,,,1,,,,1,,1,,1,,,,,,,,,,,,,2,32,1,16,6,8,5,2,15,2,1,9,6,,,,,,5,,,,,,,,5,4,6,4,5,4,7,1,6,5
2006,1,2,1,4,1,2,1,,,,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,56,2,15,13,10,3,5,20,2,6,8,6,,,,,,4,,,,,,,,7,1,7,2,7,6,7,1,7,1
2007,1,2,0,3,1,2,1,,,1,1,1,,1,,,,1,,,1,,,,,,,,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,2,29,3,2,1,1,4,2,19,2,5,16,1,5,,,,,,,,,,,,,6,3,5,3,5,2,6,2,6,1
2008,1,2,1,4,1,2,1,,,1,1,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,1,,1,,1,1,,,,,1,1,1,1,1,,,,1,,,,1,1,,1,,,1,,2,34,3,8,6,3,4,5,16,2,3,9,6,,,,,,5,,,,,,,,5,3,6,4,4,4,5,1,4,1
2012,1,2,1,2,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,44,3,10,8,4,4,3,20,2,1,17,6,,,,,,8,,,,,,,,4,6,6,3,5,5,2,2,6,4
2013,1,2,1,9,2,1,1,,,,,1,,,,,,1,,,,,,1,,,1,,1,1,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,1,,,,1,70,3,11,9,5,1,5,17,2,6,1,8,,,,,,,,7,,,,,,6,5,5,3,5,3,5,3,3,2
2014,1,2,1,5,1,5,3,,1,,,1,,,,,1,,,1,1,,,,,,1,1,1,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,1,,1,,,1,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,1,,,,1,,1,40,3,7,5,2,7,3,16,2,1,1,6,,,,,,2,,,,,,,,5,5,5,1,5,6,6,1,6,4
2016,1,2,0,3,1,6,2,,,1,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,1,,,1,1,,,1,,,1,,,1,1,1,,,2,27,1,14,3,1,1,7,20,2,1,10,4,,,,5,,,,,,,,,,6,2,7,2,6,3,7,2,4,2
2017,1,2,0,3,1,5,2,,,1,1,,,,,1,,,1,,,,1,,,,1,,1,1,1,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,,1,1,,,1,,,,,,,1,,,,,,1,,,,1,,1,,,,1,,1,23,1,15,13,10,4,6,13,2,1,13,6,,,,,,2,,,,,,,,2,6,6,6,3,7,6,4,6,5
2018,1,2,1,1,1,7,3,1,1,,1,,,1,,,1,1,1,,1,,,1,,,,1,,,1,,1,,,1,,,1,,1,,,,1,,,,1,,,,,1,,1,1,1,1,,,,,1,,,1,1,,1,1,,1,,,,,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,1,1,,,,1,,1,42,3,2,1,1,7,3,20,2,1,2,1,5,,,,,,,,,,,,,6,7,7,7,6,7,7,7,6,7
2020,1,2,0,1,1,8,4,1,1,1,1,1,,1,1,1,1,1,,1,1,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,2,25,1,16,16,1,1,5,18,2,2,10,4,,,,5,,,,,,,,,,5,5,6,5,7,4,7,5,5,4
2021,1,2,0,1,1,7,2,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,16,2,10,8,4,7,2,11,2,4,24,6,,,,,,2,,,,,,,,5,5,5,4,4,6,2,6,5,3
2024,1,2,1,9,2,1,1,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,1,69,3,11,9,5,1,5,16,2,6,1,8,,,,,,,,6,,,,,,3,4,5,4,5,6,5,3,4,4
2025,1,2,1,3,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,1,,,,2,49,3,8,6,3,5,2,17,2,5,17,6,,,,,,6,,,,,,,,2,3,6,4,5,5,6,2,4,2
2026,1,2,0,1,1,4,2,,,1,,,,,,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,1,1,,1,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,1,,1,,,,1,,,,1,,,,2,25,1,4,14,1,4,4,13,2,1,2,3,,,4,,,,,,,,,,,6,2,6,6,4,5,5,6,7,2
2028,1,2,1,1,1,3,2,,,1,1,1,,,,,1,1,,,,,,,1,,1,,,1,1,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,1,1,,,,2,47,1,8,6,3,4,6,14,2,1,17,6,,,,,,8,,,,,,,,6,1,7,2,6,1,6,1,2,1
2029,1,2,1,4,1,3,1,,,,,1,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,1,1,,,,1,37,3,10,8,4,5,3,15,2,1,21,6,,,,,,4,,,,,,,,5,4,7,4,5,7,6,1,7,2
2031,1,2,1,2,1,2,1,,1,,,,,,,,1,,1,1,,,1,,,,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,1,,1,,1,1,1,,1,1,1,,1,,,,,,,,1,,,,,,,1,,,,,1,,,1,35,3,8,6,3,4,6,20,1,1,1,9,,,,,,,,,9,,,,,4,4,1,2,6,5,4,4,4,4
2036,1,2,1,5,1,2,1,,1,,1,1,,,,,1,,1,,1,1,1,,1,,1,1,,1,1,,,,,1,,1,,,,1,,,,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,1,1,1,,,1,1,1,,,,,1,,,1,,,1,,1,1,,,1,,,1,1,,,,2,42,3,2,1,1,4,5,21,2,2,8,1,12,,,,,,,,,,,,,2,2,6,2,3,5,7,2,6,3
2039,1,2,1,1,1,8,3,,1,,1,1,,1,,1,1,1,,1,,,,,1,1,,,1,1,,,,,,,,1,,1,,,,,,,1,,1,,,1,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,1,1,1,1,1,,1,,,,,,1,,,,1,34,3,6,4,7,1,5,16,2,1,1,5,,,,,10,,,,,,,,,7,2,6,2,6,2,5,2,3,2
